idUser,idItem,rating
544108,10275,4
544108,10378,4
544108,10429,3
544108,10436,1
544108,10596,3
544108,10607,5
544108,10625,4
544108,10664,4
544108,10739,3
544108,10921,5
544108,10981,4
544108,11013,2
544108,11040,1
544108,11064,4
544108,11090,3
544108,11110,1
544108,11132,4
544108,11139,3
544108,11164,5
544108,11182,2
544108,11192,3
544108,11265,3
544108,11277,3
544108,11315,4
544108,11325,4
544108,11443,4
544108,11521,5
544108,11613,4
544108,11658,2
544108,11663,3
544108,11859,4
544108,11888,3
544108,12014,3
544108,12293,3
544108,12299,4
544108,12309,5
544108,12343,2
544108,12399,4
544108,12476,3
544108,12497,2
544108,12618,2
544108,12633,4
544108,12672,3
544108,12732,4
544108,12785,5
544108,12810,1
544108,12904,2
544108,12911,4
544108,12940,2
544108,12999,5
544108,13015,2
544108,13074,5
544108,13098,3
544108,13102,5
544108,13155,3
544108,13402,4
544108,13462,3
544108,13595,2
544108,13651,4
544108,13728,5
544108,13748,1
544108,13795,4
544108,13865,3
544108,13923,5
544108,13974,3
544108,14047,4
544108,14215,4
544108,14240,5
544108,14265,3
544108,14313,5
544108,14403,5
544108,14513,3
544108,14541,5
544108,14550,5
544108,14574,4
544108,14590,3
544108,14621,4
544108,14644,3
544108,14667,3
544108,14712,4
544108,14759,4
544108,14856,4
544108,14911,4
544108,14940,4
544108,14970,4
544108,15070,5
544108,15110,4
544108,15124,4
544108,15158,3
544108,15205,5
544108,15237,4
544108,15377,4
544108,15393,4
544108,15455,3
544108,15702,2
544108,15764,3
544108,15788,4
544108,15844,3
544108,15853,4
544108,15861,5
544108,15887,5
544108,15894,4
544108,15919,4
544108,15939,3
544108,15945,1
544108,15956,3
544108,16118,4
544108,16144,3
544108,16203,2
544108,16236,4
544108,16242,3
544108,16281,4
544108,16377,4
544108,16384,4
544108,16452,4
544108,16459,4
544108,16465,5
544108,16469,4
544108,16516,4
544108,16565,2
544108,16605,4
544108,16640,2
544108,16707,3
544108,16760,3
544108,16765,3
544108,16825,4
544108,16872,3
544108,16922,4
544108,16954,4
544108,16969,2
544108,16977,4
544108,16984,4
544108,17004,3
544108,17085,5
544108,17215,4
544108,17302,3
544108,17308,4
544108,17472,3
544108,17513,2
544108,17558,1
544108,17574,4
544108,17580,4
544108,17621,4
544108,17627,5
544108,17692,3
544108,17741,3
544827,28,4
544827,30,5
544827,191,5
544827,197,5
544827,299,5
544827,313,3
544827,331,4
544827,357,4
544827,413,3
544827,457,4
544827,482,4
544827,483,4
544827,571,3
544827,607,5
544827,658,3
544827,692,2
544827,708,3
544827,896,4
544827,962,4
544827,985,5
544827,1035,3
544827,1110,4
544827,1145,5
544827,1174,5
544827,1202,5
544827,1289,4
544827,1305,3
544827,1406,4
544827,1428,3
544827,1466,2
544827,1502,4
544827,1532,3
544827,1659,4
544827,1798,3
544827,1832,2
544827,1877,4
544827,1890,3
544827,1975,3
544827,2000,3
544827,2001,2
544827,2163,3
544827,2178,4
544827,2186,4
544827,2200,3
544827,2209,3
544827,2284,3
544827,2326,3
544827,2389,4
544827,2391,5
544827,2554,5
544827,2612,3
544827,2660,4
544827,2690,4
544827,2751,3
544827,2942,5
544827,3078,4
544827,3106,4
544827,3124,4
544827,3138,5
544827,3150,4
544827,3161,4
544827,3165,4
544827,3168,3
544827,3222,4
544827,3274,4
544827,3290,5
544827,3320,4
544827,3326,4
544827,3371,5
544827,3384,3
544827,3385,4
544827,3489,3
544827,3541,3
544827,3610,3
544827,3638,4
544827,3756,3
544827,3782,4
544827,3814,3
544827,3825,4
544827,3860,3
544827,3905,4
544827,3920,3
544827,3925,5
544827,3938,5
544827,3962,5
544827,4056,5
544827,4123,5
544827,4159,3
544827,4256,4
544827,4262,5
544827,4369,3
544827,4384,5
544827,4420,4
544827,4472,5
544827,4577,4
544827,4633,4
544827,4640,5
544827,4686,3
544827,4705,5
544827,4740,3
544827,4745,4
544827,4778,4
544827,4801,3
544827,4829,4
544827,4847,4
544827,4949,2
544827,4951,4
544827,4972,4
544827,4977,5
544827,5054,4
544827,5085,5
544827,5087,5
544827,5112,3
544827,5181,5
544827,5191,4
544827,5226,3
544827,5227,5
544827,5309,4
544827,5317,4
544827,5401,5
544827,5472,5
544827,5496,5
544827,5633,4
544827,5651,2
544827,5692,3
544827,5695,3
544827,5727,4
544827,5732,4
544827,5793,5
544827,5862,5
544827,5924,4
544827,5939,5
544827,5997,4
544827,6037,5
544827,6117,3
544827,6119,4
544827,6134,4
544827,6158,5
544827,6166,2
544827,6206,5
544827,6337,4
544827,6347,3
544827,6386,3
544827,6408,3
544827,6450,4
544827,6464,2
544827,6555,2
544827,6574,2
544827,6615,5
544827,6670,3
544827,6687,3
544827,6692,4
544827,6702,4
544827,6716,4
544827,6760,3
544827,6771,3
544827,6797,5
544827,6829,5
544827,6859,3
544827,6893,3
544827,6902,5
544827,6972,4
544827,6974,4
544827,6989,3
544827,6994,4
544827,7166,4
544827,7193,4
544827,7230,5
544827,7233,5
544827,7281,3
544827,7294,5
544827,7314,3
544827,7330,4
544827,7331,3
544827,7397,5
544827,7511,5
544827,7534,4
544827,7544,4
544827,7617,5
544827,7696,3
544827,7745,4
544827,7780,3
544827,7828,3
544827,7841,5
544827,7875,5
544827,7928,4
544827,7937,4
544827,8016,1
544827,8181,5
544827,8243,2
544827,8259,3
544827,8295,3
544827,8301,4
544827,8327,3
544827,8379,3
544827,8386,2
544827,8387,5
544827,8413,4
544827,8438,4
544827,8535,3
544827,8585,5
544827,8636,4
544827,8644,5
544827,8687,5
544827,8782,2
544827,8840,5
544827,8883,3
544827,8904,5
544827,8954,4
544827,9049,3
544827,9080,3
544827,9116,5
544827,9232,3
544827,9236,4
544827,9340,4
544827,9426,4
544827,9433,4
544827,9438,4
544827,9442,4
544827,9508,4
544827,9592,5
544827,9617,3
544827,9635,5
544827,9756,4
544827,9800,4
544827,9818,5
544827,9940,2
544827,9960,4
544827,9984,3
544827,10152,4
544827,10168,4
544827,10212,5
544827,10236,5
544827,10241,4
544827,10275,3
544827,10282,4
544827,10344,3
544827,10372,3
544827,10428,5
544827,10429,4
544827,10436,4
544827,10451,4
544827,10734,3
544827,10848,3
544827,10921,3
544827,11013,4
544827,11032,4
544827,11040,4
544827,11064,3
544827,11077,5
544827,11090,3
544827,11132,2
544827,11139,4
544827,11183,3
544827,11376,5
544827,11443,5
544827,11490,4
544827,11521,5
544827,11607,5
544827,11663,2
544827,11687,2
544827,11696,3
544827,11789,3
544827,11837,4
544827,11929,2
544827,12014,2
544827,12034,4
544827,12071,4
544827,12074,5
544827,12092,2
544827,12232,3
544827,12244,3
544827,12293,5
544827,12299,3
544827,12338,4
544827,12343,4
544827,12347,3
544827,12355,3
544827,12476,5
544827,12497,3
544827,12605,4
544827,12672,5
544827,12704,4
544827,12732,4
544827,12785,5
544827,12843,4
544827,12870,5
544827,12911,5
544827,12974,4
544827,13015,4
544827,13074,5
544827,13081,4
544827,13098,3
544827,13102,3
544827,13298,5
544827,13389,3
544827,13392,2
544827,13402,5
544827,13433,3
544827,13471,5
544827,13551,4
544827,13565,3
544827,13580,3
544827,13651,4
544827,13728,5
544827,13748,3
544827,13798,4
544827,13887,4
544827,13923,4
544827,14050,5
544827,14126,2
544827,14212,5
544827,14240,5
544827,14313,4
544827,14358,5
544827,14364,2
544827,14382,5
544827,14391,5
544827,14459,3
544827,14519,4
544827,14545,5
544827,14550,5
544827,14574,5
544827,14621,5
544827,14667,3
544827,14712,5
544827,14725,4
544827,14780,4
544827,14873,3
544827,14890,4
544827,15062,2
544827,15110,5
544827,15116,5
544827,15124,4
544827,15205,4
544827,15209,4
544827,15233,5
544827,15393,3
544827,15394,4
544827,15421,3
544827,15425,2
544827,15496,5
544827,15532,3
544827,15549,3
544827,15578,3
544827,15764,5
544827,15844,5
544827,15853,5
544827,15887,4
544827,15945,3
544827,15969,4
544827,16118,3
544827,16139,3
544827,16203,3
544827,16223,2
544827,16236,3
544827,16343,3
544827,16384,4
544827,16452,5
544827,16469,5
544827,16596,2
544827,16605,4
544827,16640,3
544827,16707,5
544827,16765,3
544827,16912,5
544827,16922,4
544827,16948,5
544827,16954,5
544827,16997,3
544827,17002,4
544827,17008,5
544827,17189,4
544827,17308,5
544827,17339,2
544827,17387,3
544827,17424,4
544827,17426,3
544827,17467,5
544827,17474,5
544827,17537,4
544827,17541,4
544827,17558,5
544827,17560,5
544827,17580,4
544827,17621,3
544827,17622,3
544827,17627,5
544827,17709,4
548587,191,3
548587,256,4
548587,290,2
548587,331,3
548587,457,4
548587,473,5
548587,550,3
548587,571,4
548587,658,3
548587,789,3
548587,896,3
548587,1020,3
548587,1068,4
548587,1145,3
548587,1202,3
548587,1262,3
548587,1406,4
548587,1659,2
548587,1709,3
548587,1860,5
548587,2012,3
548587,2095,3
548587,2139,3
548587,2174,3
548587,2252,3
548587,2340,3
548587,2348,3
548587,2350,3
548587,2391,3
548587,2430,4
548587,2465,4
548587,2554,3
548587,2558,4
548587,2783,2
548587,2851,4
548587,2872,1
548587,2874,3
548587,2922,4
548587,3151,3
548587,3165,3
548587,3168,4
548587,3207,3
548587,3265,3
548587,3385,4
548587,3446,5
548587,3541,4
548587,3611,3
548587,3648,2
548587,3713,3
548587,3740,3
548587,3860,3
548587,3862,2
548587,3879,4
548587,3925,3
548587,3938,3
548587,3954,3
548587,3962,4
548587,4080,2
548587,4141,3
548587,4166,3
548587,4262,3
548587,4266,3
548587,4369,3
548587,4384,2
548587,4402,3
548587,4496,4
548587,4524,3
548587,4547,4
548587,4640,4
548587,4678,3
548587,4705,2
548587,4778,3
548587,4805,3
548587,4931,3
548587,4932,3
548587,4977,3
548587,5054,3
548587,5072,4
548587,5092,4
548587,5169,3
548587,5317,3
548587,5401,3
548587,5472,4
548587,5496,3
548587,5577,4
548587,5582,5
548587,5692,3
548587,5727,3
548587,5793,3
548587,5863,4
548587,5924,4
548587,5939,3
548587,5997,3
548587,6037,3
548587,6133,3
548587,6206,3
548587,6223,3
548587,6337,3
548587,6339,4
548587,6352,3
548587,6450,5
548587,6574,3
548587,6615,2
548587,6661,4
548587,6670,3
548587,6692,3
548587,6702,3
548587,6708,3
548587,6716,3
548587,6771,3
548587,6797,3
548587,6911,4
548587,6972,3
548587,6974,4
548587,6989,3
548587,7009,3
548587,7055,3
548587,7102,3
548587,7193,5
548587,7233,4
548587,7257,3
548587,7399,3
548587,7511,3
548587,7545,3
548587,7613,3
548587,7617,3
548587,7696,4
548587,7701,4
548587,7718,3
548587,7779,3
548587,7828,4
548587,7895,3
548587,7910,3
548587,8016,4
548587,8116,4
548587,8243,2
548587,8327,4
548587,8370,3
548587,8379,4
548587,8387,3
548587,8405,2
548587,8585,4
548587,8636,3
548587,8644,3
548587,8687,4
548587,8809,3
548587,8826,3
548587,8883,4
548587,8976,3
548587,9076,4
548587,9144,3
548587,9169,4
548587,9236,3
548587,9298,3
548587,9368,3
548587,9426,4
548587,9442,3
548587,9459,4
548587,9592,4
548587,9593,3
548587,9617,3
548587,9654,3
548587,9689,4
548587,9725,4
548587,9756,3
548587,9940,4
548587,10002,4
548587,10027,2
548587,10041,3
548587,10152,4
548587,10168,3
548587,10242,4
548587,10436,3
548587,10627,4
548587,10734,4
548587,10739,3
548587,10797,4
548587,10809,3
548587,10820,3
548587,10832,4
548587,10911,3
548587,11013,3
548587,11064,3
548587,11165,4
548587,11199,3
548587,11219,3
548587,11443,3
548587,11490,3
548587,11521,4
548587,11613,4
548587,11696,3
548587,11822,3
548587,11935,3
548587,12014,3
548587,12034,4
548587,12071,3
548587,12232,5
548587,12293,4
548587,12338,3
548587,12343,2
548587,12355,4
548587,12476,3
548587,12560,3
548587,12690,4
548587,12704,4
548587,12785,3
548587,12843,3
548587,12896,3
548587,12904,3
548587,12911,4
548587,12974,3
548587,13015,4
548587,13081,3
548587,13103,4
548587,13298,3
548587,13402,4
548587,13462,4
548587,13511,4
548587,13512,3
548587,13547,3
548587,13567,5
548587,13580,3
548587,13584,3
548587,13605,3
548587,13614,4
548587,13651,3
548587,13705,4
548587,13728,5
548587,13795,3
548587,13810,3
548587,13923,4
548587,14050,4
548587,14111,3
548587,14212,4
548587,14215,3
548587,14313,3
548587,14358,4
548587,14459,3
548587,14482,3
548587,14484,3
548587,14525,3
548587,14550,5
548587,14574,3
548587,14621,3
548587,14664,3
548587,14712,3
548587,14780,3
548587,14873,3
548587,15062,3
548587,15064,4
548587,15110,4
548587,15124,3
548587,15177,2
548587,15209,4
548587,15233,3
548587,15373,3
548587,15393,3
548587,15455,3
548587,15539,4
548587,15576,3
548587,15578,3
548587,15800,3
548587,15853,4
548587,15887,3
548587,15922,4
548587,16002,4
548587,16139,4
548587,16203,3
548587,16242,3
548587,16265,4
548587,16325,3
548587,16377,3
548587,16384,3
548587,16469,3
548587,16522,2
548587,16535,4
548587,16605,4
548587,16698,3
548587,16765,3
548587,16825,3
548587,16872,3
548587,16952,3
548587,16954,3
548587,16969,4
548587,16994,4
548587,16997,3
548587,17004,3
548587,17174,5
548587,17212,4
548587,17321,3
548587,17339,5
548587,17387,4
548587,17537,3
548587,17558,3
548587,17621,3
548587,17682,4
549183,483,3
549183,789,4
549183,1969,2
549183,2465,3
549183,3958,5
549183,4369,3
549183,5401,2
549183,5472,4
549183,5496,3
549183,5732,4
549183,6007,3
549183,6142,5
549183,6408,3
549183,6974,5
549183,8413,4
549183,8754,3
549183,8782,4
549183,9593,5
549183,10820,3
549183,10982,4
549183,11064,3
549183,11077,2
549183,11164,3
549183,11837,3
549183,12232,3
549183,12343,4
549183,12870,5
549183,13468,4
549183,13614,3
549183,14274,2
549183,14533,3
549183,14725,3
549183,14780,4
549183,16139,3
549183,16363,3
549183,17308,3
549183,17339,4
550596,30,4
550596,58,4
550596,77,3
550596,138,5
550596,191,5
550596,197,4
550596,209,3
550596,216,3
550596,285,5
550596,299,3
550596,313,4
550596,330,4
550596,357,4
550596,457,4
550596,473,2
550596,483,2
550596,550,4
550596,560,2
550596,571,3
550596,607,4
550596,658,3
550596,692,4
550596,696,4
550596,708,4
550596,711,4
550596,752,4
550596,789,1
550596,822,3
550596,833,4
550596,937,5
550596,985,3
550596,1020,3
550596,1035,4
550596,1145,3
550596,1148,3
550596,1202,3
550596,1208,2
550596,1406,2
550596,1425,3
550596,1428,5
550596,1441,5
550596,1637,3
550596,1645,3
550596,1741,1
550596,1798,4
550596,1969,4
550596,1975,4
550596,2001,3
550596,2040,4
550596,2078,3
550596,2095,4
550596,2114,3
550596,2174,5
550596,2178,3
550596,2186,3
550596,2200,3
550596,2209,2
550596,2217,2
550596,2371,4
550596,2391,2
550596,2430,4
550596,2574,3
550596,2612,4
550596,2660,3
550596,2675,3
550596,2680,1
550596,2699,3
550596,2800,4
550596,2814,2
550596,2872,5
550596,2992,3
550596,3106,5
550596,3138,4
550596,3165,5
550596,3275,3
550596,3290,3
550596,3312,3
550596,3320,3
550596,3326,3
550596,3333,3
550596,3385,4
550596,3437,4
550596,3466,1
550596,3541,3
550596,3610,4
550596,3626,3
550596,3638,3
550596,3642,1
550596,3668,4
550596,3725,4
550596,3756,2
550596,3798,3
550596,3810,4
550596,3825,5
550596,3860,4
550596,3905,4
550596,3925,5
550596,3936,3
550596,3938,2
550596,4033,5
550596,4056,2
550596,4089,2
550596,4123,3
550596,4141,4
550596,4383,4
550596,4393,3
550596,4517,4
550596,4524,3
550596,4629,2
550596,4640,4
550596,4656,3
550596,4705,2
550596,4745,3
550596,4847,3
550596,4931,2
550596,4932,5
550596,4951,4
550596,4972,4
550596,4977,2
550596,4979,5
550596,5054,3
550596,5092,3
550596,5112,4
550596,5191,4
550596,5317,3
550596,5326,4
550596,5338,3
550596,5401,1
550596,5481,2
550596,5496,5
550596,5530,5
550596,5539,4
550596,5545,3
550596,5582,5
550596,5656,2
550596,5732,5
550596,5778,3
550596,5793,4
550596,5814,3
550596,5821,4
550596,5862,3
550596,5924,3
550596,5939,4
550596,5991,4
550596,5997,3
550596,6037,5
550596,6133,3
550596,6134,4
550596,6193,1
550596,6206,2
550596,6221,3
550596,6223,5
550596,6231,3
550596,6266,4
550596,6278,1
550596,6339,4
550596,6347,3
550596,6386,3
550596,6408,4
550596,6428,4
550596,6464,2
550596,6555,3
550596,6574,3
550596,6578,1
550596,6586,1
550596,6615,4
550596,6631,3
550596,6642,3
550596,6655,4
550596,6669,1
550596,6677,4
550596,6687,3
550596,6692,4
550596,6708,5
550596,6716,3
550596,6718,4
550596,6829,4
550596,6837,1
550596,6908,3
550596,6972,5
550596,6974,4
550596,6989,2
550596,6994,4
550596,7048,2
550596,7055,3
550596,7193,3
550596,7208,3
550596,7230,5
550596,7233,3
550596,7281,2
550596,7314,4
550596,7330,3
550596,7364,3
550596,7397,4
550596,7399,5
550596,7435,1
550596,7511,4
550596,7617,2
550596,7627,3
550596,7645,3
550596,7701,4
550596,7718,3
550596,7745,5
550596,7773,1
550596,7779,3
550596,7828,4
550596,7885,3
550596,7914,4
550596,7928,4
550596,7937,4
550596,7984,4
550596,8019,3
550596,8041,2
550596,8049,2
550596,8116,5
550596,8118,4
550596,8123,2
550596,8149,1
550596,8178,3
550596,8181,4
550596,8232,4
550596,8295,2
550596,8334,4
550596,8379,3
550596,8387,4
550596,8447,5
550596,8467,3
550596,8603,3
550596,8636,4
550596,8644,4
550596,8669,4
550596,8687,5
550596,8755,4
550596,8809,5
550596,8840,4
550596,8877,1
550596,8904,4
550596,8954,3
550596,9054,4
550596,9112,3
550596,9125,4
550596,9240,3
550596,9265,3
550596,9340,3
550596,9426,4
550596,9458,4
550596,9471,4
550596,9508,3
550596,9617,3
550596,9725,1
550596,9756,4
550596,9800,3
550596,9818,4
550596,9863,3
550596,9886,5
550596,9927,2
550596,9960,4
550596,10027,4
550596,10109,1
550596,10123,4
550596,10168,5
550596,10189,1
550596,10212,3
550596,10241,4
550596,10275,4
550596,10282,4
550596,10344,1
550596,10363,3
550596,10378,5
550596,10429,3
550596,10436,3
550596,10451,1
550596,10486,1
550596,10607,5
550596,10625,4
550596,10633,3
550596,10666,4
550596,10730,4
550596,10759,2
550596,10764,5
550596,10820,3
550596,10822,2
550596,10921,3
550596,10981,5
550596,11013,3
550596,11064,4
550596,11077,3
550596,11090,3
550596,11139,3
550596,11165,4
550596,11182,4
550596,11186,4
550596,11192,1
550596,11277,4
550596,11315,4
550596,11325,3
550596,11340,1
550596,11376,3
550596,11405,3
550596,11443,4
550596,11456,3
550596,11490,3
550596,11521,5
550596,11613,3
550596,11663,3
550596,11696,3
550596,11837,2
550596,11859,5
550596,11888,3
550596,11909,3
550596,12014,3
550596,12034,4
550596,12077,4
550596,12092,4
550596,12244,3
550596,12293,5
550596,12299,4
550596,12338,5
550596,12343,2
550596,12347,2
550596,12355,3
550596,12399,4
550596,12476,4
550596,12618,4
550596,12633,4
550596,12672,3
550596,12732,4
550596,12743,3
550596,12785,5
550596,12811,4
550596,12818,4
550596,12838,4
550596,12843,4
550596,12881,4
550596,12891,5
550596,12904,2
550596,12911,5
550596,12966,3
550596,12986,4
550596,13015,3
550596,13081,3
550596,13091,3
550596,13102,3
550596,13244,4
550596,13402,4
550596,13433,2
550596,13462,4
550596,13471,3
550596,13547,4
550596,13577,3
550596,13622,3
550596,13651,5
550596,13705,3
550596,13728,4
550596,13748,3
550596,13795,5
550596,13798,2
550596,13860,2
550596,13923,4
550596,13981,2
550596,14047,4
550596,14137,3
550596,14146,3
550596,14215,3
550596,14240,5
550596,14313,5
550596,14317,3
550596,14355,2
550596,14358,5
550596,14364,3
550596,14403,5
550596,14482,3
550596,14484,1
550596,14507,3
550596,14513,3
550596,14545,3
550596,14550,5
550596,14574,3
550596,14590,5
550596,14621,3
550596,14644,3
550596,14664,2
550596,14667,3
550596,14709,4
550596,14712,3
550596,14725,4
550596,14780,3
550596,14827,3
550596,14856,4
550596,14911,5
550596,14970,3
550596,15062,2
550596,15064,3
550596,15093,4
550596,15124,4
550596,15129,4
550596,15205,4
550596,15233,1
550596,15244,3
550596,15363,3
550596,15373,3
550596,15393,4
550596,15394,3
550596,15425,1
550596,15445,3
550596,15455,5
550596,15496,2
550596,15674,5
550596,15702,3
550596,15764,3
550596,15784,4
550596,15788,3
550596,15813,2
550596,15844,4
550596,15861,3
550596,15887,4
550596,15894,3
550596,15919,4
550596,15922,3
550596,15956,4
550596,15958,1
550596,16022,5
550596,16139,3
550596,16150,3
550596,16177,1
550596,16242,5
550596,16265,5
550596,16303,3
550596,16377,5
550596,16384,4
550596,16459,2
550596,16469,4
550596,16547,2
550596,16565,3
550596,16641,1
550596,16707,3
550596,16742,2
550596,16760,2
550596,16765,4
550596,16791,3
550596,16825,5
550596,16872,5
550596,16922,3
550596,16937,5
550596,16954,5
550596,17023,3
550596,17085,5
550596,17188,4
550596,17215,3
550596,17302,3
550596,17307,3
550596,17308,3
550596,17339,4
550596,17358,4
550596,17379,1
550596,17424,2
550596,17480,5
550596,17513,4
550596,17558,1
550596,17560,3
550596,17574,4
550596,17621,4
550596,17622,3
550596,17627,5
550596,17692,4
550596,17703,5
550596,17709,3
550986,28,4
550986,30,5
550986,197,4
550986,313,5
550986,433,5
550986,483,4
550986,571,3
550986,607,4
550986,711,4
550986,1110,5
550986,1145,5
550986,1174,5
550986,1202,5
550986,1406,3
550986,1877,4
550986,1975,1
550986,2095,4
550986,2167,4
550986,2186,4
550986,2209,5
550986,2391,5
550986,2612,4
550986,2660,4
550986,2874,3
550986,2942,4
550986,3106,4
550986,3320,4
550986,3638,4
550986,3756,3
550986,3782,4
550986,3860,5
550986,3938,5
550986,3962,5
550986,4123,5
550986,4577,5
550986,4640,4
550986,4656,4
550986,4745,5
550986,4951,4
550986,4972,4
550986,4977,4
550986,5085,4
550986,5112,4
550986,5181,4
550986,5317,5
550986,5345,4
550986,5401,3
550986,5472,4
550986,5692,3
550986,5695,4
550986,5814,4
550986,6134,3
550986,6206,5
550986,6347,4
550986,6386,4
550986,6408,4
550986,6692,4
550986,6716,4
550986,6760,5
550986,6797,4
550986,6829,4
550986,6859,5
550986,7193,4
550986,7294,4
550986,7534,4
550986,7617,5
550986,7631,5
550986,7928,5
550986,8149,3
550986,8181,2
550986,8711,4
550986,8840,5
550986,8904,4
550986,9160,3
550986,9340,3
550986,9392,5
550986,9471,4
550986,9532,4
550986,9592,4
550986,9617,5
550986,9756,5
550986,10344,4
550986,10428,5
550986,10820,3
550986,10921,4
550986,11013,3
550986,11040,5
550986,11084,3
550986,11234,5
550986,11265,4
550986,11490,4
550986,11837,4
550986,12034,3
550986,12071,4
550986,12206,1
550986,12244,4
550986,12299,3
550986,12343,3
550986,12399,4
550986,12672,5
550986,12676,4
550986,12881,4
550986,12911,4
550986,13102,5
550986,13298,4
550986,13392,4
550986,13471,4
550986,13614,5
550986,13651,3
550986,13705,3
550986,13748,4
550986,13887,4
550986,14050,4
550986,14364,4
550986,14459,5
550986,14484,4
550986,14574,4
550986,14621,5
550986,14644,4
550986,14725,3
550986,14856,3
550986,14940,4
550986,15062,5
550986,15124,3
550986,15393,5
550986,15764,4
550986,15813,5
550986,15843,4
550986,15875,4
550986,16139,5
550986,16242,5
550986,16343,3
550986,16377,5
550986,16596,5
550986,16765,4
550986,16825,4
550986,16922,4
550986,16984,3
550986,17133,4
550986,17281,3
550986,17308,4
550986,17321,5
550986,17452,3
550986,17560,4
550986,17574,5
552139,165,1
552139,457,5
552139,477,1
552139,483,2
552139,2942,1
552139,3151,4
552139,3274,5
552139,3860,4
552139,3917,4
552139,4011,1
552139,4123,4
552139,4745,2
552139,5317,2
552139,5345,4
552139,5559,1
552139,5924,4
552139,6347,2
552139,6386,3
552139,6834,1
552139,6859,2
552139,6974,3
552139,7166,1
552139,7193,5
552139,7370,1
552139,7745,4
552139,7779,3
552139,8338,1
552139,8782,3
552139,8806,2
552139,8958,1
552139,9532,2
552139,9617,2
552139,9756,3
552139,10744,2
552139,10961,1
552139,11064,5
552139,11077,3
552139,11265,2
552139,11607,1
552139,11837,2
552139,12343,2
552139,13614,5
552139,13673,4
552139,14313,2
552139,14358,1
552139,14482,5
552139,14574,4
552139,14621,4
552139,15062,4
552139,15070,1
552139,15209,1
552139,15294,1
552139,15307,1
552139,15393,4
552139,15457,1
552139,15777,1
552139,16139,3
552139,16377,4
552139,16491,3
552139,16499,2
552139,16604,2
552139,16969,2
553551,30,3
553551,357,3
553551,457,3
553551,571,3
553551,646,4
553551,1370,4
553551,1428,3
553551,1479,3
553551,1595,3
553551,1604,3
553551,1756,3
553551,2235,2
553551,2314,5
553551,2905,3
553551,3054,3
553551,3151,3
553551,3290,4
553551,3320,3
553551,3371,4
553551,3756,3
553551,3917,3
553551,3938,2
553551,3962,3
553551,3966,3
553551,4284,3
553551,4472,3
553551,4640,4
553551,4656,3
553551,4951,2
553551,5085,4
553551,5181,1
553551,5472,3
553551,5515,5
553551,5732,5
553551,5778,2
553551,5814,3
553551,5845,3
553551,5862,4
553551,5991,3
553551,6037,2
553551,6110,2
553551,6134,3
553551,6166,4
553551,6206,2
553551,6450,3
